COAL_MOISTURE,MILL_OUTLET_TEMP,AF_RATIO,MILL_INLET_TEMP
21,54.44444444444444,2.0,166.79027397410562
22,54.44444444444444,2.0,170.44280676629316
23,54.44444444444444,2.0,172.63432644160565
24,54.44444444444444,2.0,174.09533955848067
25,54.44444444444444,2.0,177.01736579223066
26,54.44444444444444,2.0,180.66989858441818
27,54.44444444444444,2.0,181.4004051428557
28,54.44444444444444,2.0,184.32243137660572
29,54.44444444444444,2.0,186.5139510519182
30,54.44444444444444,2.0,188.7054707272307
31,54.44444444444444,2.0,190.16648384410573
32,54.44444444444444,2.0,193.08851007785572
33,54.44444444444444,2.0,195.28002975316824
34,54.44444444444444,2.0,197.47154942848076
35,54.44444444444444,2.0,198.93256254535575
36,54.44444444444444,2.0,201.12408222066824
37,54.44444444444444,2.0,204.04610845441826
38,54.44444444444444,2.0,204.77661501285576
39,54.44444444444444,2.0,207.69864124660575
40,54.44444444444444,2.0,209.89016092191827
6,55.0,2.0,109.81076241598046
7,55.0,2.0,117.84633455879299
8,55.0,2.0,122.9598804678555
9,55.0,2.0,128.07342637691804
10,55.0,2.0,133.18697228598052
11,55.0,2.0,136.83950507816803
12,55.0,2.0,141.95305098723057
13,55.0,2.0,145.60558377941808
14,55.0,2.0,149.25811657160563
15,55.0,2.0,151.4496362469181
16,55.0,2.0,155.1021690391056
17,55.0,2.0,158.02419527285562
18,55.0,2.0,161.67672806504314
19,55.0,2.0,163.8682477403556
20,55.0,2.0,166.79027397410562
21,55.0,2.0,168.98179364941814
22,55.0,2.0,172.63432644160565
23,55.0,2.0,175.55635267535567
24,55.0,2.0,177.7478723506682
25,55.0,2.0,179.9393920259807
26,55.0,2.0,182.86141825973067
27,55.0,2.0,184.32243137660572
28,55.0,2.0,187.97496416879324
29,55.0,2.0,188.7054707272307
30,55.0,2.0,191.6274969609807
31,55.0,2.0,193.8190166362932
32,55.0,2.0,195.28002975316824
33,55.0,2.0,197.47154942848076
34,55.0,2.0,200.39357566223077
35,55.0,2.0,202.58509533754327
36,55.0,2.0,204.77661501285576
37,55.0,2.0,206.23762812973078
38,55.0,2.0,208.42914780504327
39,55.0,2.0,209.89016092191827
40,55.0,2.0,212.0816805972308
6,55.55555555555556,2.0,110.54126897441796
7,55.55555555555556,2.0,119.307347675668
8,55.55555555555556,2.0,124.42089358473052
9,55.55555555555556,2.0,130.26494605223056
10,55.55555555555556,2.0,133.91747884441804
11,55.55555555555556,2.0,139.03102475348055
12,55.55555555555556,2.0,142.68355754566807
13,55.55555555555556,2.0,146.33609033785558
14,55.55555555555556,2.0,149.9886231300431
15,55.55555555555556,2.0,153.6411559222306
16,55.55555555555556,2.0,157.29368871441815
17,55.55555555555556,2.0,160.21571494816814
18,55.55555555555556,2.0,163.8682477403556
19,55.55555555555556,2.0,166.05976741566815
20,55.55555555555556,2.0,168.98179364941814
21,55.55555555555556,2.0,171.17331332473066
22,55.55555555555556,2.0,174.82584611691814
23,55.55555555555556,2.0,176.2868592337932
24,55.55555555555556,2.0,179.9393920259807
25,55.55555555555556,2.0,182.1309117012932
26,55.55555555555556,2.0,185.0529379350432
27,55.55555555555556,2.0,187.2444576103557
28,55.55555555555556,2.0,189.43597728566823
29,55.55555555555556,2.0,190.8969904025432
30,55.55555555555556,2.0,193.8190166362932
31,55.55555555555556,2.0,196.01053631160573
32,55.55555555555556,2.0,198.20205598691825
33,55.55555555555556,2.0,199.66306910379322
34,55.55555555555556,2.0,202.58509533754327
35,55.55555555555556,2.0,204.77661501285576
36,55.55555555555556,2.0,206.96813468816828
37,55.55555555555556,2.0,208.42914780504327
38,55.55555555555556,2.0,210.6206674803558
39,55.55555555555556,2.0,213.5426937141058
40,55.55555555555556,2.0,215.73421338941827
6,56.111111111111114,2.0,112.73278864973048
7,56.111111111111114,2.0,121.49886735098052
8,56.111111111111114,2.0,126.61241326004301
9,56.111111111111114,2.0,131.72595916910552
10,56.111111111111114,2.0,136.10899851973056
11,56.111111111111114,2.0,139.76153131191802
12,56.111111111111114,2.0,144.8750772209806
13,56.111111111111114,2.0,148.5276100131681
14,56.111111111111114,2.0,152.1801428053556
15,56.111111111111114,2.0,155.83267559754307
16,56.111111111111114,2.0,160.21571494816814
17,56.111111111111114,2.0,162.40723462348063
18,56.111111111111114,2.0,166.05976741566815
19,56.111111111111114,2.0,168.25128709098067
20,56.111111111111114,2.0,171.17331332473066
21,56.111111111111114,2.0,173.36483300004318
22,56.111111111111114,2.0,177.01736579223066
23,56.111111111111114,2.0,179.9393920259807
24,56.111111111111114,2.0,182.1309117012932
25,56.111111111111114,2.0,184.32243137660572
26,56.111111111111114,2.0,187.2444576103557
27,56.111111111111114,2.0,189.43597728566823
28,56.111111111111114,2.0,191.6274969609807
29,56.111111111111114,2.0,193.08851007785572
30,56.111111111111114,2.0,196.01053631160573
31,56.111111111111114,2.0,198.20205598691825
32,56.111111111111114,2.0,200.39357566223077
33,56.111111111111114,2.0,203.31560189598076
34,56.111111111111114,2.0,205.50712157129328
35,56.111111111111114,2.0,206.96813468816828
36,56.111111111111114,2.0,209.15965436348077
37,56.111111111111114,2.0,210.6206674803558
38,56.111111111111114,2.0,214.2732002725433
39,56.111111111111114,2.0,215.73421338941827
40,56.111111111111114,2.0,217.9257330647308
6,56.666666666666664,2.0,114.19380176660547
7,56.666666666666664,2.0,122.229373909418
8,56.666666666666664,2.0,127.34291981848052
9,56.666666666666664,2.0,133.18697228598052
10,56.666666666666664,2.0,137.57001163660556
11,56.666666666666664,2.0,141.95305098723057
12,56.666666666666664,2.0,147.06659689629308
13,56.666666666666664,2.0,150.7191296884806
14,56.666666666666664,2.0,154.3716624806681
15,56.666666666666664,2.0,158.02419527285562
16,56.666666666666664,2.0,162.40723462348063
17,56.666666666666664,2.0,164.59875429879312
18,56.666666666666664,2.0,166.79027397410562
19,56.666666666666664,2.0,171.17331332473066
20,56.666666666666664,2.0,173.36483300004318
21,56.666666666666664,2.0,175.55635267535567
22,56.666666666666664,2.0,178.4783789091057
23,56.666666666666664,2.0,180.66989858441818
24,56.666666666666664,2.0,184.32243137660572
25,56.666666666666664,2.0,187.2444576103557
26,56.666666666666664,2.0,189.43597728566823
27,56.666666666666664,2.0,191.6274969609807
28,56.666666666666664,2.0,194.54952319473074
29,56.666666666666664,2.0,195.28002975316824
30,56.666666666666664,2.0,198.20205598691825
31,56.666666666666664,2.0,200.39357566223077
32,56.666666666666664,2.0,203.31560189598076
33,56.666666666666664,2.0,205.50712157129328
34,56.666666666666664,2.0,207.69864124660575
35,56.666666666666664,2.0,209.15965436348077
36,56.666666666666664,2.0,211.3511740387933
37,56.666666666666664,2.0,214.2732002725433
38,56.666666666666664,2.0,216.4647199478558
39,56.666666666666664,2.0,218.6562396231683
40,56.666666666666664,2.0,221.57826585691834
6,57.22222222222222,2.0,114.92430832504299
7,57.22222222222222,2.0,123.69038702629298
8,57.22222222222222,2.0,128.8039329353555
9,57.22222222222222,2.0,134.64798540285554
10,57.22222222222222,2.0,139.76153131191802
11,57.22222222222222,2.0,144.8750772209806
12,57.22222222222222,2.0,148.5276100131681
13,57.22222222222222,2.0,152.1801428053556
14,57.22222222222222,2.0,156.5631821559806
15,57.22222222222222,2.0,160.21571494816814
16,57.22222222222222,2.0,163.13774118191813
17,57.22222222222222,2.0,166.79027397410562
18,57.22222222222222,2.0,168.98179364941814
19,57.22222222222222,2.0,172.63432644160565
20,57.22222222222222,2.0,175.55635267535567
21,57.22222222222222,2.0,177.7478723506682
22,57.22222222222222,2.0,180.66989858441818
23,57.22222222222222,2.0,184.32243137660572
24,57.22222222222222,2.0,186.5139510519182
25,57.22222222222222,2.0,188.7054707272307
26,57.22222222222222,2.0,191.6274969609807
27,57.22222222222222,2.0,193.8190166362932
28,57.22222222222222,2.0,196.74104287004323
29,57.22222222222222,2.0,197.47154942848076
30,57.22222222222222,2.0,201.12408222066824
31,57.22222222222222,2.0,202.58509533754327
32,57.22222222222222,2.0,205.50712157129328
33,57.22222222222222,2.0,207.69864124660575
34,57.22222222222222,2.0,209.89016092191827
35,57.22222222222222,2.0,212.81218715566828
36,57.22222222222222,2.0,215.0037068309808
37,57.22222222222222,2.0,216.4647199478558
38,57.22222222222222,2.0,218.6562396231683
39,57.22222222222222,2.0,221.57826585691834
40,57.22222222222222,2.0,223.7697855322308
6,57.77777777777778,2.0,117.11582800035548
7,57.77777777777778,2.0,125.88190670160553
8,57.77777777777778,2.0,130.26494605223056
9,57.77777777777778,2.0,135.37849196129304
10,57.77777777777778,2.0,140.49203787035557
11,57.77777777777778,2.0,145.60558377941808
12,57.77777777777778,2.0,150.7191296884806
13,57.77777777777778,2.0,154.3716624806681
14,57.77777777777778,2.0,158.75470183129312
15,57.77777777777778,2.0,161.67672806504314
16,57.77777777777778,2.0,165.32926085723068
17,57.77777777777778,2.0,168.98179364941814
18,57.77777777777778,2.0,171.17331332473066
19,57.77777777777778,2.0,174.82584611691814
20,57.77777777777778,2.0,177.7478723506682
21,57.77777777777778,2.0,179.9393920259807
22,57.77777777777778,2.0,182.86141825973067
23,57.77777777777778,2.0,186.5139510519182
24,57.77777777777778,2.0,188.7054707272307
25,57.77777777777778,2.0,190.8969904025432
26,57.77777777777778,2.0,193.8190166362932
27,57.77777777777778,2.0,196.01053631160573
28,57.77777777777778,2.0,198.93256254535575
29,57.77777777777778,2.0,201.12408222066824
30,57.77777777777778,2.0,203.31560189598076
31,57.77777777777778,2.0,206.23762812973078
32,57.77777777777778,2.0,208.42914780504327
33,57.77777777777778,2.0,209.89016092191827
34,57.77777777777778,2.0,212.0816805972308
35,57.77777777777778,2.0,215.0037068309808
36,57.77777777777778,2.0,217.19522650629335
37,57.77777777777778,2.0,220.1172527400433
38,57.77777777777778,2.0,222.30877241535583
39,57.77777777777778,2.0,223.7697855322308
40,57.77777777777778,2.0,225.96130520754335
6,58.333333333333336,2.0,117.84633455879299
7,58.333333333333336,2.0,126.61241326004301
8,58.333333333333336,2.0,131.72595916910552
9,58.333333333333336,2.0,137.57001163660556
10,58.333333333333336,2.0,142.68355754566807
11,58.333333333333336,2.0,147.79710345473055
12,58.333333333333336,2.0,152.9106493637931
13,58.333333333333336,2.0,156.5631821559806
14,58.333333333333336,2.0,160.21571494816814
15,58.333333333333336,2.0,163.8682477403556
16,58.333333333333336,2.0,167.52078053254314
17,58.333333333333336,2.0,169.71230020785566
18,58.333333333333336,2.0,174.09533955848067
19,58.333333333333336,2.0,176.2868592337932
20,58.333333333333336,2.0,179.9393920259807
21,58.333333333333336,2.0,182.1309117012932
22,58.333333333333336,2.0,185.0529379350432
23,58.333333333333336,2.0,188.7054707272307
24,58.333333333333336,2.0,190.8969904025432
25,58.333333333333336,2.0,193.8190166362932
26,58.333333333333336,2.0,196.01053631160573
27,58.333333333333336,2.0,198.20205598691825
28,58.333333333333336,2.0,201.12408222066824
29,58.333333333333336,2.0,203.31560189598076
30,58.333333333333336,2.0,206.23762812973078
31,58.333333333333336,2.0,208.42914780504327
32,58.333333333333336,2.0,210.6206674803558
33,58.333333333333336,2.0,213.5426937141058
34,58.333333333333336,2.0,214.2732002725433
35,58.333333333333336,2.0,217.19522650629335
36,58.333333333333336,2.0,219.38674618160582
37,58.333333333333336,2.0,221.57826585691834
38,58.333333333333336,2.0,224.50029209066832
39,58.333333333333336,2.0,226.69181176598082
40,58.333333333333336,2.0,228.15282488285584
6,58.888888888888886,2.0,119.307347675668
7,58.888888888888886,2.0,127.34291981848052
8,58.888888888888886,2.0,133.91747884441804
9,58.888888888888886,2.0,139.03102475348055
10,58.888888888888886,2.0,143.41406410410556
11,58.888888888888886,2.0,148.5276100131681
12,58.888888888888886,2.0,153.6411559222306
13,58.888888888888886,2.0,157.29368871441815
14,58.888888888888886,2.0,162.40723462348063
15,58.888888888888886,2.0,166.05976741566815
