COAL_MOISTURE,MILL_OUTLET_TEMP,AF_RATIO,MILL_INLET_TEMP
18,52.22222222222222,1.9,181.4004051428557
19,52.22222222222222,1.9,183.5919248181682
20,52.22222222222222,1.9,187.97496416879324
21,52.22222222222222,1.9,190.16648384410573
22,52.22222222222222,1.9,193.8190166362932
23,52.22222222222222,1.9,196.74104287004323
24,52.22222222222222,1.9,200.39357566223077
25,52.22222222222222,1.9,202.58509533754327
26,52.22222222222222,1.9,206.23762812973078
27,52.22222222222222,1.9,209.15965436348077
28,52.22222222222222,1.9,211.3511740387933
29,52.22222222222222,1.9,213.5426937141058
30,52.22222222222222,1.9,216.4647199478558
31,52.22222222222222,1.9,218.6562396231683
32,52.22222222222222,1.9,220.8477592984808
33,52.22222222222222,1.9,223.7697855322308
34,52.22222222222222,1.9,225.96130520754335
35,52.22222222222222,1.9,229.61383799973086
36,52.22222222222222,1.9,231.07485111660586
37,52.22222222222222,1.9,233.26637079191835
38,52.22222222222222,1.9,236.18839702566837
39,52.22222222222222,1.9,238.37991670098089
40,52.22222222222222,1.9,242.03244949316837
3,52.77777777777778,1.9,103.96670994848046
4,52.77777777777778,1.9,104.69721650691794
5,52.77777777777778,1.9,114.19380176660547
6,52.77777777777778,1.9,122.229373909418
7,52.77777777777778,1.9,133.18697228598052
8,52.77777777777778,1.9,138.30051819504308
9,52.77777777777778,1.9,145.60558377941808
10,52.77777777777778,1.9,150.7191296884806
11,52.77777777777778,1.9,154.3716624806681
12,52.77777777777778,1.9,159.48520838973062
13,52.77777777777778,1.9,163.8682477403556
14,52.77777777777778,1.9,168.98179364941814
15,52.77777777777778,1.9,172.63432644160565
16,52.77777777777778,1.9,176.2868592337932
17,52.77777777777778,1.9,179.9393920259807
18,52.77777777777778,1.9,183.5919248181682
19,52.77777777777778,1.9,185.78344449348072
20,52.77777777777778,1.9,190.16648384410573
21,52.77777777777778,1.9,192.35800351941825
22,52.77777777777778,1.9,196.01053631160573
23,52.77777777777778,1.9,199.66306910379322
24,52.77777777777778,1.9,201.85458877910574
25,52.77777777777778,1.9,204.77661501285576
26,52.77777777777778,1.9,208.42914780504327
27,52.77777777777778,1.9,210.6206674803558
28,52.77777777777778,1.9,214.2732002725433
29,52.77777777777778,1.9,215.73421338941827
30,52.77777777777778,1.9,219.38674618160582
31,52.77777777777778,1.9,222.30877241535583
32,52.77777777777778,1.9,224.50029209066832
33,52.77777777777778,1.9,226.69181176598082
34,52.77777777777778,1.9,229.61383799973086
35,52.77777777777778,1.9,231.80535767504333
36,52.77777777777778,1.9,234.72738390879334
37,52.77777777777778,1.9,236.91890358410586
38,52.77777777777778,1.9,239.11042325941838
39,52.77777777777778,1.9,242.03244949316837
40,52.77777777777778,1.9,245.6849822853559
3,53.333333333333336,1.9,104.69721650691794
4,53.333333333333336,1.9,106.15822962379295
5,53.333333333333336,1.9,114.92430832504299
6,53.333333333333336,1.9,122.9598804678555
7,53.333333333333336,1.9,133.91747884441804
8,53.333333333333336,1.9,139.76153131191802
9,53.333333333333336,1.9,146.33609033785558
10,53.333333333333336,1.9,151.4496362469181
11,53.333333333333336,1.9,156.5631821559806
12,53.333333333333336,1.9,160.94622150660564
13,53.333333333333336,1.9,166.05976741566815
14,53.333333333333336,1.9,171.17331332473066
15,53.333333333333336,1.9,173.36483300004318
16,53.333333333333336,1.9,178.4783789091057
17,53.333333333333336,1.9,182.1309117012932
18,53.333333333333336,1.9,185.78344449348072
19,53.333333333333336,1.9,188.7054707272307
20,53.333333333333336,1.9,192.35800351941825
21,53.333333333333336,1.9,196.01053631160573
22,53.333333333333336,1.9,199.66306910379322
23,53.333333333333336,1.9,201.85458877910574
24,53.333333333333336,1.9,204.77661501285576
25,53.333333333333336,1.9,208.42914780504327
26,53.333333333333336,1.9,210.6206674803558
27,53.333333333333336,1.9,213.5426937141058
28,53.333333333333336,1.9,217.19522650629335
29,53.333333333333336,1.9,219.38674618160582
30,53.333333333333336,1.9,221.57826585691834
31,53.333333333333336,1.9,224.50029209066832
32,53.333333333333336,1.9,228.15282488285584
33,53.333333333333336,1.9,230.34434455816836
34,53.333333333333336,1.9,232.53586423348082
35,53.333333333333336,1.9,233.99687735035585
36,53.333333333333336,1.9,237.6494101425434
37,53.333333333333336,1.9,240.5714363762934
38,53.333333333333336,1.9,242.76295605160587
39,53.333333333333336,1.9,244.9544757269184
40,53.333333333333336,1.9,248.60700851910588
3,53.888888888888886,1.9,105.42772306535545
4,53.888888888888886,1.9,107.61924274066796
5,53.888888888888886,1.9,116.38532144191797
6,53.888888888888886,1.9,125.151400143168
7,53.888888888888886,1.9,135.37849196129304
8,53.888888888888886,1.9,141.22254442879304
9,53.888888888888886,1.9,147.06659689629308
10,53.888888888888886,1.9,153.6411559222306
11,53.888888888888886,1.9,158.75470183129312
12,53.888888888888886,1.9,163.13774118191813
13,53.888888888888886,1.9,168.25128709098067
14,53.888888888888886,1.9,173.36483300004318
15,53.888888888888886,1.9,177.01736579223066
16,53.888888888888886,1.9,180.66989858441818
17,53.888888888888886,1.9,184.32243137660572
18,53.888888888888886,1.9,187.97496416879324
19,53.888888888888886,1.9,190.8969904025432
20,53.888888888888886,1.9,194.54952319473074
21,53.888888888888886,1.9,198.20205598691825
22,53.888888888888886,1.9,201.85458877910574
23,53.888888888888886,1.9,204.04610845441826
24,53.888888888888886,1.9,207.69864124660575
25,53.888888888888886,1.9,210.6206674803558
26,53.888888888888886,1.9,214.2732002725433
27,53.888888888888886,1.9,216.4647199478558
28,53.888888888888886,1.9,219.38674618160582
29,53.888888888888886,1.9,221.57826585691834
30,53.888888888888886,1.9,225.23079864910582
31,53.888888888888886,1.9,228.15282488285584
32,53.888888888888886,1.9,230.34434455816836
33,53.888888888888886,1.9,232.53586423348082
34,53.888888888888886,1.9,235.45789046723087
35,53.888888888888886,1.9,237.6494101425434
36,53.888888888888886,1.9,239.8409298178559
37,53.888888888888886,1.9,242.76295605160587
38,53.888888888888886,1.9,246.4154888437934
39,53.888888888888886,1.9,247.8765019606684
40,53.888888888888886,1.9,251.5290347528559
3,54.44444444444444,1.9,106.88873618223045
4,54.44444444444444,1.9,109.08025585754295
5,54.44444444444444,1.9,118.57684111723049
6,54.44444444444444,1.9,125.88190670160553
7,54.44444444444444,1.9,136.83950507816803
8,54.44444444444444,1.9,143.41406410410556
9,54.44444444444444,1.9,149.25811657160563
10,54.44444444444444,1.9,155.83267559754307
11,54.44444444444444,1.9,159.48520838973062
12,54.44444444444444,1.9,165.32926085723068
13,54.44444444444444,1.9,170.44280676629316
14,54.44444444444444,1.9,174.09533955848067
15,54.44444444444444,1.9,177.7478723506682
16,54.44444444444444,1.9,182.86141825973067
17,54.44444444444444,1.9,186.5139510519182
18,54.44444444444444,1.9,190.16648384410573
19,54.44444444444444,1.9,193.8190166362932
20,54.44444444444444,1.9,197.47154942848076
21,54.44444444444444,1.9,200.39357566223077
22,54.44444444444444,1.9,204.04610845441826
23,54.44444444444444,1.9,206.23762812973078
24,54.44444444444444,1.9,209.89016092191827
25,54.44444444444444,1.9,213.5426937141058
26,54.44444444444444,1.9,216.4647199478558
27,54.44444444444444,1.9,218.6562396231683
28,54.44444444444444,1.9,222.30877241535583
29,54.44444444444444,1.9,225.23079864910582
30,54.44444444444444,1.9,227.42231832441834
31,54.44444444444444,1.9,229.61383799973086
32,54.44444444444444,1.9,233.99687735035585
33,54.44444444444444,1.9,236.18839702566837
34,54.44444444444444,1.9,238.37991670098089
35,54.44444444444444,1.9,241.30194293473085
36,54.44444444444444,1.9,243.49346261004337
37,54.44444444444444,1.9,246.4154888437934
38,54.44444444444444,1.9,248.60700851910588
39,54.44444444444444,1.9,250.7985281944184
40,54.44444444444444,1.9,254.45106098660594
3,55.0,1.9,107.61924274066796
4,55.0,1.9,109.81076241598046
5,55.0,1.9,119.307347675668
6,55.0,1.9,126.61241326004301
7,55.0,1.9,138.30051819504308
8,55.0,1.9,144.14457066254306
9,55.0,1.9,151.4496362469181
10,55.0,1.9,156.5631821559806
11,55.0,1.9,161.67672806504314
12,55.0,1.9,168.25128709098067
13,55.0,1.9,172.63432644160565
14,55.0,1.9,176.2868592337932
15,55.0,1.9,181.4004051428557
16,55.0,1.9,185.0529379350432
17,55.0,1.9,188.7054707272307
18,55.0,1.9,192.35800351941825
19,55.0,1.9,196.01053631160573
20,55.0,1.9,200.39357566223077
21,55.0,1.9,202.58509533754327
22,55.0,1.9,206.23762812973078
23,55.0,1.9,209.89016092191827
24,55.0,1.9,212.0816805972308
25,55.0,1.9,216.4647199478558
26,55.0,1.9,218.6562396231683
27,55.0,1.9,222.30877241535583
28,55.0,1.9,224.50029209066832
29,55.0,1.9,227.42231832441834
30,55.0,1.9,231.07485111660586
31,55.0,1.9,233.26637079191835
32,55.0,1.9,236.18839702566837
33,55.0,1.9,238.37991670098089
34,55.0,1.9,240.5714363762934
35,55.0,1.9,244.2239691684809
36,55.0,1.9,247.1459954022309
37,55.0,1.9,249.33751507754343
38,55.0,1.9,251.5290347528559
39,55.0,1.9,254.45106098660594
40,55.0,1.9,258.1035937787934
3,55.55555555555556,1.9,108.34974929910545
4,55.55555555555556,1.9,112.00228209129298
5,55.55555555555556,1.9,120.768360792543
6,55.55555555555556,1.9,129.53443949379303
7,55.55555555555556,1.9,140.49203787035557
8,55.55555555555556,1.9,146.33609033785558
9,55.55555555555556,1.9,152.9106493637931
10,55.55555555555556,1.9,158.75470183129312
11,55.55555555555556,1.9,163.8682477403556
12,55.55555555555556,1.9,169.71230020785566
13,55.55555555555556,1.9,173.36483300004318
14,55.55555555555556,1.9,178.4783789091057
15,55.55555555555556,1.9,183.5919248181682
16,55.55555555555556,1.9,187.2444576103557
17,55.55555555555556,1.9,190.8969904025432
18,55.55555555555556,1.9,194.54952319473074
19,55.55555555555556,1.9,198.20205598691825
20,55.55555555555556,1.9,202.58509533754327
21,55.55555555555556,1.9,206.23762812973078
22,55.55555555555556,1.9,208.42914780504327
23,55.55555555555556,1.9,212.0816805972308
24,55.55555555555556,1.9,215.73421338941827
25,55.55555555555556,1.9,218.6562396231683
26,55.55555555555556,1.9,222.30877241535583
27,55.55555555555556,1.9,224.50029209066832
28,55.55555555555556,1.9,228.15282488285584
29,55.55555555555556,1.9,231.07485111660586
30,55.55555555555556,1.9,233.26637079191835
31,55.55555555555556,1.9,235.45789046723087
32,55.55555555555556,1.9,238.37991670098089
33,55.55555555555556,1.9,242.03244949316837
34,55.55555555555556,1.9,244.2239691684809
35,55.55555555555556,1.9,246.4154888437934
36,55.55555555555556,1.9,250.7985281944184
37,55.55555555555556,1.9,252.99004786973092
38,55.55555555555556,1.9,255.18156754504344
39,55.55555555555556,1.9,258.1035937787934
40,55.55555555555556,1.9,260.29511345410594
3,56.111111111111114,1.9,109.81076241598046
4,56.111111111111114,1.9,112.73278864973048
5,56.111111111111114,1.9,122.9598804678555
6,56.111111111111114,1.9,130.26494605223056
7,56.111111111111114,1.9,141.22254442879304
8,56.111111111111114,1.9,147.79710345473055
9,56.111111111111114,1.9,155.1021690391056
10,56.111111111111114,1.9,160.94622150660564
11,56.111111111111114,1.9,166.05976741566815
12,56.111111111111114,1.9,171.90381988316813
13,56.111111111111114,1.9,177.01736579223066
14,56.111111111111114,1.9,180.66989858441818
15,56.111111111111114,1.9,185.78344449348072
16,56.111111111111114,1.9,189.43597728566823
17,56.111111111111114,1.9,193.08851007785572
18,56.111111111111114,1.9,196.74104287004323
19,56.111111111111114,1.9,200.39357566223077
20,56.111111111111114,1.9,204.04610845441826
21,56.111111111111114,1.9,207.69864124660575
22,56.111111111111114,1.9,211.3511740387933
23,56.111111111111114,1.9,214.2732002725433
24,56.111111111111114,1.9,217.9257330647308
25,56.111111111111114,1.9,221.57826585691834
26,56.111111111111114,1.9,223.7697855322308
27,56.111111111111114,1.9,226.69181176598082
28,56.111111111111114,1.9,230.34434455816836
29,56.111111111111114,1.9,232.53586423348082
30,56.111111111111114,1.9,236.91890358410586
31,56.111111111111114,1.9,239.11042325941838
32,56.111111111111114,1.9,241.30194293473085
33,56.111111111111114,1.9,244.2239691684809
34,56.111111111111114,1.9,247.8765019606684
35,56.111111111111114,1.9,250.0680216359809
36,56.111111111111114,1.9,252.99004786973092
37,56.111111111111114,1.9,255.18156754504344
38,56.111111111111114,1.9,258.83410033723095
39,56.111111111111114,1.9,260.29511345410594
40,56.111111111111114,1.9,263.94764624629346
3,56.666666666666664,1.9,110.54126897441796
4,56.666666666666664,1.9,114.19380176660547
5,56.666666666666664,1.9,123.69038702629298
6,56.666666666666664,1.9,132.45646572754305
7,56.666666666666664,1.9,143.41406410410556
8,56.666666666666664,1.9,148.5276100131681
9,56.666666666666664,1.9,157.29368871441815
10,56.666666666666664,1.9,162.40723462348063
11,56.666666666666664,1.9,166.79027397410562
12,56.666666666666664,1.9,173.36483300004318
13,56.666666666666664,1.9,178.4783789091057
14,56.666666666666664,1.9,182.86141825973067
15,56.666666666666664,1.9,187.97496416879324
16,56.666666666666664,1.9,191.6274969609807
17,56.666666666666664,1.9,195.28002975316824
18,56.666666666666664,1.9,200.39357566223077
19,56.666666666666664,1.9,203.31560189598076
20,56.666666666666664,1.9,207.69864124660575
21,56.666666666666664,1.9,210.6206674803558
22,56.666666666666664,1.9,214.2732002725433
23,56.666666666666664,1.9,217.9257330647308
24,56.666666666666664,1.9,221.57826585691834
25,56.666666666666664,1.9,223.7697855322308
26,56.666666666666664,1.9,226.69181176598082
27,56.666666666666664,1.9,230.34434455816836
28,56.666666666666664,1.9,233.99687735035585
29,56.666666666666664,1.9,236.18839702566837
30,56.666666666666664,1.9,239.11042325941838
31,56.666666666666664,1.9,241.30194293473085
32,56.666666666666664,1.9,244.9544757269184
33,56.666666666666664,1.9,247.1459954022309
34,56.666666666666664,1.9,250.7985281944184
35,56.666666666666664,1.9,252.25954131129342
36,56.666666666666664,1.9,255.91207410348093
37,56.666666666666664,1.9,258.83410033723095
38,56.666666666666664,1.9,261.0256200125434
39,56.666666666666664,1.9,263.21713968785593
40,56.666666666666664,1.9,266.86967248004345
3,57.22222222222222,1.9,111.27177553285547
4,57.22222222222222,1.9,116.38532144191797
5,57.22222222222222,1.9,125.151400143168
6,57.22222222222222,1.9,133.18697228598052
7,57.22222222222222,1.9,144.8750772209806
8,57.22222222222222,1.9,150.7191296884806
9,57.22222222222222,1.9,158.02419527285562
10,57.22222222222222,1.9,164.59875429879312
11,57.22222222222222,1.9,168.98179364941814
12,57.22222222222222,1.9,175.55635267535567
13,57.22222222222222,1.9,180.66989858441818
14,57.22222222222222,1.9,185.0529379350432
15,57.22222222222222,1.9,190.16648384410573
16,57.22222222222222,1.9,193.8190166362932
17,57.22222222222222,1.9,197.47154942848076
18,57.22222222222222,1.9,202.58509533754327
19,57.22222222222222,1.9,206.23762812973078
20,57.22222222222222,1.9,209.89016092191827
21,57.22222222222222,1.9,212.81218715566828
22,57.22222222222222,1.9,216.4647199478558
23,57.22222222222222,1.9,220.1172527400433
24,57.22222222222222,1.9,223.7697855322308
25,57.22222222222222,1.9,225.96130520754335
26,57.22222222222222,1.9,229.61383799973086
27,57.22222222222222,1.9,232.53586423348082
28,57.22222222222222,1.9,236.18839702566837
29,57.22222222222222,1.9,238.37991670098089
30,57.22222222222222,1.9,241.30194293473085
31,57.22222222222222,1.9,244.9544757269184
32,57.22222222222222,1.9,247.1459954022309
33,57.22222222222222,1.9,250.7985281944184
34,57.22222222222222,1.9,253.7205544281684
35,57.22222222222222,1.9,255.91207410348093
36,57.22222222222222,1.9,258.1035937787934
37,57.22222222222222,1.9,262.48663312941846
38,57.22222222222222,1.9,264.6781528047309
39,57.22222222222222,1.9,266.86967248004345
40,57.22222222222222,1.9,269.7916987137935
3,57.77777777777778,1.9,112.00228209129298
4,57.77777777777778,1.9,117.11582800035548
5,57.77777777777778,1.9,126.61241326004301
6,57.77777777777778,1.9,134.64798540285554
7,57.77777777777778,1.9,145.60558377941808
8,57.77777777777778,1.9,151.4496362469181
9,57.77777777777778,1.9,160.21571494816814
10,57.77777777777778,1.9,165.32926085723068
11,57.77777777777778,1.9,171.17331332473066
12,57.77777777777778,1.9,177.7478723506682
13,57.77777777777778,1.9,182.86141825973067
14,57.77777777777778,1.9,188.7054707272307
15,57.77777777777778,1.9,192.35800351941825
16,57.77777777777778,1.9,196.01053631160573
17,57.77777777777778,1.9,199.66306910379322
18,57.77777777777778,1.9,204.77661501285576
19,57.77777777777778,1.9,208.42914780504327
20,57.77777777777778,1.9,212.0816805972308
21,57.77777777777778,1.9,215.73421338941827
22,57.77777777777778,1.9,220.1172527400433
23,57.77777777777778,1.9,222.30877241535583
24,57.77777777777778,1.9,225.96130520754335
25,57.77777777777778,1.9,228.15282488285584
26,57.77777777777778,1.9,231.80535767504333
27,57.77777777777778,1.9,235.45789046723087
28,57.77777777777778,1.9,238.37991670098089
29,57.77777777777778,1.9,240.5714363762934
30,57.77777777777778,1.9,244.2239691684809
31,57.77777777777778,1.9,247.1459954022309
32,57.77777777777778,1.9,250.7985281944184
33,57.77777777777778,1.9,252.99004786973092
34,57.77777777777778,1.9,256.64258066191843
35,57.77777777777778,1.9,258.1035937787934
36,57.77777777777778,1.9,261.75612657098094
37,57.77777777777778,1.9,264.6781528047309
38,57.77777777777778,1.9,268.33068559691844
39,57.77777777777778,1.9,270.52220527223096
40,57.77777777777778,1.9,274.17473806441853
